tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
202746,2,202746,Sulfurimonas,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,77.778,81,10^-18.0495,,,,,,,,,,,,,,,,,[39766]
39766,1,202746,Sulfurimonas denitrificans,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,77.778,81,10^-18.0495,,,,,,,,,,,,,,,,,
200858,2,200858,Eubosmina,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^1.98e-14,,,,,[200860]
200860,1,200858,Eubosmina longispina,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^1.98e-14,,,,,
198251,2,198251,Candidatus Pelagibacter,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,91.071,56,10^-18.896,,,,,,,,,,,,,,,,,[1977864]
1977864,1,198251,Candidatus Pelagibacter sp. RS39,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,91.071,56,10^-18.896,,,,,,,,,,,,,,,,,
197002,2,197002,Biphyllus,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,88.462,78,10^-28.3587,,,,,,,,,,,,,,,,,[197003]
197003,1,197002,Biphyllus lunatus,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,88.462,78,10^-28.3587,,,,,,,,,,,,,,,,,
192258,2,192258,Genlisea,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,96.9,32,10^8.67e-13,,,,,[192259]
192259,1,192258,Genlisea aurea,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,96.9,32,10^8.67e-13,,,,,
189930,2,189930,Minettia,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,93.9,33,10^1.67e-12,,,,,[1262225]
1262225,1,189930,Minettia flaveola,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,93.9,33,10^1.67e-12,,,,,
186094,2,186094,Trichodes,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,97,33,10^4.92e-15,,,,,[186095]
186095,1,186094,Trichodes ornatus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,97,33,10^4.92e-15,,,,,
178303,2,178303,Oncometopia,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,26,10^3.51e-07,,,,,[266772]
266772,1,178303,Oncometopia nigricans,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,26,10^3.51e-07,,,,,
177088,2,177088,Maconellicoccus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^6.21e-14,,,,,[177089]
177089,1,177088,Maconellicoccus hirsutus,hibiscus mealybug,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^6.21e-14,,,,,
174910,2,174910,Eucinetus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,20,10^0.000937,,,,,[292446]
292446,1,174910,Eucinetus sp. APV-2005,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,20,10^0.000937,,,,,
173790,2,173790,Delphacodes,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,95.8,24,10^1.68e-07,,,,,[1032455]
1032455,1,173790,Delphacodes kuscheli,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,95.8,24,10^1.68e-07,,,,,
166419,2,166419,Lepidotrigona,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^2.75e-12,,,,,[398115]
398115,1,166419,Lepidotrigona terminata,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^2.75e-12,,,,,
166415,2,166415,Heterotrigona,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,87.9,33,10^1.41e-09,,,,,[395501]
395501,1,166415,Heterotrigona itama,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,87.9,33,10^1.41e-09,,,,,
163898,2,163898,Scirtothrips,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,96.8,31,10^1.9e-13,,,,,[163899]
163899,1,163898,Scirtothrips dorsalis,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,96.8,31,10^1.9e-13,,,,,
162768,2,162768,Eperua,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^6.66e-11,,,,,[162769]
162769,1,162768,Eperua falcata,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^6.66e-11,,,,,
160034,2,160034,Zopfia,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,66.7,33,10^0.000141,,,,,[160035]
160035,1,160034,Zopfia rhizophila,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,66.7,33,10^0.000141,,,,,
156317,2,156317,Epeolus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^1.13e-10,,,,,[601066]
601066,1,156317,Epeolus flavociliatus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^1.13e-10,,,,,
156227,2,156227,Ranina,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,95.082,61,10^-25.0345,,,,,,,,,,,,,,,,,[156228]
156228,1,156227,Ranina ranina,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,95.082,61,10^-25.0345,,,,,,,,,,,,,,,,,
153265,2,153265,Aequorivita,,bacteria,FALSE,3052.75117,100,-100,0,0,,,0,0,10^0,0.0702063,0.29786,,,100,0.305275117,1,,,94.4,18,10^0.00071,,,,,[2760087]
2760087,1,153265,Aequorivita sp. 609,,bacteria,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,94.4,18,10^0.00071,,,,,
149535,2,149535,Diplodon,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,95.238,42,10^-13.5315,,,,,,,,,,,,,,,,,[149536]
149536,1,149535,Diplodon chilensis,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,95.238,42,10^-13.5315,,,,,,,,,,,,,,,,,
147557,2,147557,Byssothecium,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^1.14e-11,,,,,[147558]
147558,1,147557,Byssothecium circinans,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^1.14e-11,,,,,
141067,2,141067,Scolytodes,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,87.273,55,10^-15.4729,,,,,,,,,,,,,,,,,[479304]
479304,1,141067,Scolytodes acuminatus,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,87.273,55,10^-15.4729,,,,,,,,,,,,,,,,,
134813,2,134813,Natronorubrum,,archaea,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^1.2e-11,,,,,[640943]
640943,1,134813,Natronorubrum sediminis,,archaea,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^1.2e-11,,,,,
134396,2,134396,Sesamia,,eukaryota,FALSE,3052.75117,100,-100,0,0,,,0,0,10^0,0.00961987,0.0408136,,,100,0.305275117,1,,,100,20,10^5.34e-05,,,,,[236805]
236805,1,134396,Sesamia nonagrioides,Mediterranean corn borer,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,20,10^5.34e-05,,,,,
132464,2,132464,Spatholobus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,84.8,33,10^3.32e-09,,,,,[455371]
455371,1,132464,Spatholobus suberectus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,84.8,33,10^3.32e-09,,,,,
129993,2,129993,Eupristina,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,93.9,33,10^4.0e-11,,,,,[318089]
318089,1,129993,Eupristina koningsbergeri,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,93.9,33,10^4.0e-11,,,,,
127327,2,127327,Catonephele,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,92,100,10^-44.7192,,,,,,,,,,,,,,,,,[1546287]
1546287,1,127327,Catonephele nyctimus,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,92,100,10^-44.7192,,,,,,,,,,,,,,,,,
127176,2,127176,Acraea,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,91.667,36,10^-8.10892,,,,,,,,,,,,,,,,,[501946]
501946,1,127176,Acraea egina,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,91.667,36,10^-8.10892,,,,,,,,,,,,,,,,,
126937,2,126937,Henicops,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,96.9,32,10^2.43e-12,,,,,[126938]
126938,1,126937,Henicops maculatus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,96.9,32,10^2.43e-12,,,,,
124228,2,124228,Maoricicada,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^4.7e-13,,,,,[124242]
124242,1,124228,Maoricicada nigra,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^4.7e-13,,,,,
121504,2,121504,Forelius,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^4.22e-13,,,,,[121505]
121505,1,121504,Forelius chalybaeus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^4.22e-13,,,,,
119278,2,119278,Lemonia,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,28,10^4.07e-11,,,,,[119279]
119279,1,119278,Lemonia dumi,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,28,10^4.07e-11,,,,,
115278,2,115278,Eristalinus,,eukaryota,FALSE,3052.75117,100,100,0.610550234,2,,,90.5,100,10^-42.6607,,,,,,,,,,,,,,,,,"[1740193, 1740192]"
1740193,1,115278,Eristalinus vicarians,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,92,100,10^-44.7192,,,,,,,,,,,,,,,,,
1740192,1,115278,Eristalinus tabanoides,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,89,100,10^-40.6021,,,,,,,,,,,,,,,,,
114185,2,114185,Candidatus Carsonella,primary endosymbionts of psyllids,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,96.078,51,10^-19.6228,,,,,,,,,,,,,,,,,[114186]
114186,1,114185,Candidatus Carsonella ruddii,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,96.078,51,10^-19.6228,,,,,,,,,,,,,,,,,
109632,2,109632,Galerina,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,60,30,10^2.62e-05,,,,,[109633]
109633,1,109632,Galerina marginata,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,60,30,10^2.62e-05,,,,,
107883,2,107883,Hygrotus,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,91.549,71,10^-27.7133,,,,,,,,,,,,,,,,,[107884]
107884,1,107883,Hygrotus confluens,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,91.549,71,10^-27.7133,,,,,,,,,,,,,,,,,
105119,2,105119,Xyleborus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^3.74e-12,,,,,[105120]
105120,1,105119,Xyleborus affinis,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^3.74e-12,,,,,
105105,2,105105,Acanthotomicus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^2.97e-13,,,,,[1843169]
1843169,1,105105,Acanthotomicus sp. 1 DP-2016,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^2.97e-13,,,,,
104446,2,104446,Idaea,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,91.489,94,10^-40.629,,,,,,,,,,,,,,,,,[2249568]
2249568,1,104446,Idaea effusaria,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,91.489,94,10^-40.629,,,,,,,,,,,,,,,,,
100048,2,100048,Trematosphaeria,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,84.314,51,10^-11.3886,,,,,,,,,,,,,,,,,[390896]
390896,1,100048,Trematosphaeria pertusa,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,84.314,51,10^-11.3886,,,,,,,,,,,,,,,,,
99771,2,99771,Gramastacus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,20,10^0.000161,,,,,[99772]
99772,1,99771,Gramastacus insolitus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,20,10^0.000161,,,,,
95468,2,95468,Fannia,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,97.368,38,10^-12.2026,,,,,,,,,,,,,,,,,[95469]
95469,1,95468,Fannia armata,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,97.368,38,10^-12.2026,,,,,,,,,,,,,,,,,
94629,2,94629,Semibalanus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,24,10^4.9e-08,,,,,[94630]
94630,1,94629,Semibalanus balanoides,northern acorn barnacle,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,24,10^4.9e-08,,,,,
92993,2,92993,Glyptapanteles,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,93.8,32,10^2.79e-13,,,,,[463051]
463051,1,92993,Glyptapanteles flavicoxis,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,93.8,32,10^2.79e-13,,,,,
92534,2,92534,Diplonevra,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,97.436,39,10^-12.8775,,,,,,,,,,,,,,,,,[1003495]
1003495,1,92534,Diplonevra funebris,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,97.436,39,10^-12.8775,,,,,,,,,,,,,,,,,
92417,2,92417,Chrysis,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,30,10^8.3e-11,,,,,[1518619]
1518619,1,92417,Chrysis sp. tD8,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,30,10^8.3e-11,,,,,
91493,2,91493,Exserohilum,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,97.222,36,10^-10.8537,,,,,-100,0,0,,,0,0,10^0,0.0673391,0.285695,,,[93612]
93612,1,91493,Exserohilum turcicum,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,97.222,36,10^-10.8537,,,,,-100,0,0,,,0,0,10^0,0.0673391,0.285695,,,
90268,2,90268,Apophysomyces,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,93.9,33,10^2.05e-11,,,,,[2184030]
2184030,1,90268,Apophysomyces sp. BC1015,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,93.9,33,10^2.05e-11,,,,,
88309,2,88309,Anoplodactylus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^1.55e-12,,,,,[373266]
373266,1,88309,Anoplodactylus petiolatus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,32,10^1.55e-12,,,,,
88026,2,88026,Tanystylum,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,92.9,28,10^8.58e-11,,,,,[88027]
88027,1,88026,Tanystylum orbiculare,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,92.9,28,10^8.58e-11,,,,,
82986,2,82986,Tatumella,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,88.406,69,10^-23.6086,,,,,-100,0,0,,,0,0,10^0,0.0288308,0.0889803,,,[82987]
82987,1,82986,Tatumella ptyseos,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,88.406,69,10^-23.6086,,,,,,,,,,,,,,,,,
82599,2,82599,Cydia,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^5.41e-14,,,,,[82600]
82600,1,82599,Cydia pomonella,codling moth,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^5.41e-14,,,,,
79456,2,79456,Ischnura,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,27,10^1.8e-09,,,,,[88053]
88053,1,79456,Ischnura verticalis,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,27,10^1.8e-09,,,,,
77924,2,77924,Hemiselmis,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,94.444,36,10^-9.48129,,,,,,,,,,,,,,,,,[464988]
464988,1,77924,Hemiselmis andersenii,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,94.444,36,10^-9.48129,,,,,,,,,,,,,,,,,
76218,2,76218,Nymphalis,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,25,10^6.7e-09,,,,,[2036209]
2036209,1,76218,Nymphalis ichnusa,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,25,10^6.7e-09,,,,,
76023,2,76023,Halothece,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,95.652,46,10^-16.2367,,,,,,,,,,,,,,,,,[65093]
65093,1,76023,Halothece sp. PCC 7418,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,95.652,46,10^-16.2367,,,,,,,,,,,,,,,,,
75654,2,75654,Duganella,,bacteria,FALSE,3052.75117,100,100,0.610550234,2,,,91.111,38,10^-8.77223,,,,,-100,0,0,,,0,0,10^0,3.22084,4.36589,,,"[2728021, 2728020]"
2728021,1,75654,Duganella sp. AF9R3,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,97.222,36,10^-10.8537,,,,,,,,,,,,,,,,,
2728020,1,75654,Duganella sp. GN2-R2,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,85,40,10^-6.6908,,,,,,,,,,,,,,,,,
71460,2,71460,Cylicostephanus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,30,10^1.94e-10,,,,,[71465]
71465,1,71460,Cylicostephanus goldi,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,30,10^1.94e-10,,,,,
65024,2,65024,Epiphyas,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,83.099,71,10^-19.4791,,,,,,,,,,,,,,,,,[65032]
65032,1,65024,Epiphyas postvittana,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,83.099,71,10^-19.4791,,,,,,,,,,,,,,,,,
64857,2,64857,Diospilus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,28,10^1.63e-09,,,,,[1097034]
1097034,1,64857,Diospilus sp. 3 BJS-2011,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,28,10^1.63e-09,,,,,
63724,2,63724,Lepidurus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,62.5,32,10^0.000261,,,,,[77708]
77708,1,63724,Lepidurus arcticus,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,62.5,32,10^0.000261,,,,,
63688,2,63688,Gonioctena,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^2.96e-15,,,,,[63691]
63691,1,63688,Gonioctena intermedia,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^2.96e-15,,,,,
61434,2,61434,Dehalococcoides,,bacteria,FALSE,3052.75117,100,-100,0,0,,,0,0,10^0,0.0484888,0.144466,,,100,0.305275117,1,,,80.6,31,10^1.28e-08,,,,,[61435]
61435,1,61434,Dehalococcoides mccartyi,,bacteria,FALSE,3052.75117,100,-100,0,0,,,0,0,10^0,0.0484888,0.144466,,,100,0.305275117,1,,,80.6,31,10^1.28e-08,,,,,
61336,2,61336,Yoldia,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,85.7,28,10^2.18e-10,,,,,[1069094]
1069094,1,61336,Yoldia scissurata,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,85.7,28,10^2.18e-10,,,,,
60800,2,60800,Bembidion,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,90.805,87,10^-35.8593,,,,,,,,,,,,,,,,,[1087460]
1087460,1,60800,Bembidion rolandi,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,90.805,87,10^-35.8593,,,,,,,,,,,,,,,,,
60186,2,60186,Rhizophydium,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,92,100,10^-44.7192,,,,,,,,,,,,,,,,,[139068]
139068,1,60186,Rhizophydium sp. JEL138,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,92,100,10^-44.7192,,,,,,,,,,,,,,,,,
59734,2,59734,Empedobacter,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,89.189,37,10^-7.41084,,,,,-100,0,0,,,0,0,10^0,3.83445,7.01831,,,[343874]
343874,1,59734,Empedobacter falsenii,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,89.189,37,10^-7.41084,,,,,-100,0,0,,,0,0,10^0,3.03622,5.87591,,,
58781,2,58781,Dinothrombium,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,89.583,48,10^-12.1011,,,,,0.178721981,0.305275117,1,,,63.6,33,10^0.000138,0.187443,0.659304,,,"[58782, 1965070]"
58782,1,58781,Dinothrombium pandorae,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,89.583,48,10^-12.1011,,,,,,,,,,,,,,,,,
1965070,1,58781,Dinothrombium tinctorium,,eukaryota,FALSE,0.009750959,0.178721981,,,,,,,,,,,,,0.178721981,0.305275117,1,,,63.6,33,10^0.000138,0.187443,0.659304,,,
58050,2,58050,Moritella,,bacteria,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,66.7,33,10^2.54e-07,,,,,[90736]
90736,1,58050,Moritella marina,,bacteria,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,66.7,33,10^2.54e-07,,,,,
55367,2,55367,Sideroxylon,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,89.13,46,10^-12.1196,,,,,,,,,,,,,,,,,[362732]
362732,1,55367,Sideroxylon wightianum,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,89.13,46,10^-12.1196,,,,,,,,,,,,,,,,,
55170,2,55170,Didymella,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,94.643,56,10^-21.6407,,,,,100,0.305275117,1,,,90.6,32,10^1.24e-09,,,,,"[2301244, 100019]"
2301244,1,55170,Didymella keratinophila,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,90.6,32,10^1.24e-09,,,,,
100019,1,55170,Didymella exigua,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,94.643,56,10^-21.6407,,,,,,,,,,,,,,,,,
55056,2,55056,Mamestra,,eukaryota,FALSE,3052.75117,100,-100,0,0,,,0,0,10^0,0.0288596,0.122441,,,100,0.305275117,1,,,87.9,33,10^3.2e-08,,,,,[55057]
55057,1,55056,Mamestra brassicae,cabbage moth,eukaryota,FALSE,3052.75117,100,-100,0,0,,,0,0,10^0,0.0192397,0.0816273,,,100,0.305275117,1,,,87.9,33,10^3.2e-08,,,,,
54723,2,54723,Hansenia,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,97,33,10^6.51e-14,,,,,[54724]
54724,1,54723,Hansenia weberbaueriana,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,97,33,10^6.51e-14,,,,,
54066,2,54066,Xylophilus,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,92.391,92,10^-40.6383,,,,,-100,0,0,,,0,0,10^0,0.783493,1.17059,,,[2697032]
2697032,1,54066,Xylophilus rhododendri,,bacteria,FALSE,3052.75117,100,100,0.305275117,1,,,92.391,92,10^-40.6383,,,,,,,,,,,,,,,,,
53993,2,53993,Cyathostomum,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,89.189,74,10^-27.0092,,,,,,,,,,,,,,,,,[59891]
59891,1,53993,Cyathostomum catinatum,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,89.189,74,10^-27.0092,,,,,,,,,,,,,,,,,
53922,2,53922,Senna,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,84.4,32,10^1.68e-09,,,,,[362788]
362788,1,53922,Senna tora,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,84.4,32,10^1.68e-09,,,,,
50966,2,50966,Clitocybe,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,98,100,10^-52.9535,,,,,,,,,,,,,,,,,[117024]
117024,1,50966,Clitocybe nebularis,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,98,100,10^-52.9535,,,,,,,,,,,,,,,,,
50938,2,50938,Stereocaulon,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,92.857,56,10^-20.2684,,,,,,,,,,,,,,,,,[373705]
373705,1,50938,Stereocaulon japonicum,,eukaryota,FALSE,3052.75117,100,100,0.305275117,1,,,92.857,56,10^-20.2684,,,,,,,,,,,,,,,,,
50932,2,50932,Pertusaria,,eukaryota,FALSE,3052.75117,100,-100,0,0,,,0,0,10^0,0.0675106,0.286423,,,100,0.305275117,1,,,100,33,10^6.39e-12,,,,,[2283411]
2283411,1,50932,Pertusaria propinqua,,eukaryota,FALSE,3052.75117,100,,,,,,,,,,,,,100,0.305275117,1,,,100,33,10^6.39e-12,,,,,
