Sample	NMDS1	NMDS2	NMDS3	NMDS4	NMDS5	NMDS6	Species	Sociality	Sex	Tissue	Location	NucleotideType	Project.Accession	YearCollected	Month	LibraryLayout	LibrarySelection	SequenceInstrument	Platform_Gen	Platform_Spec	Genus	Family	SubFamily	Tribe	Tissue2	Tissue3	Continent	Sociality2
SRR3948556	0.155118297909118	-0.306182009905493	-0.0967324020066244	-0.191839827383572	-0.131949539357569	-0.122559562711003	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	April	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948560	0.117714898434413	-0.368130265556668	-0.205254463008427	-0.180662175714107	0.0109239699977477	0.0131691703793863	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	May	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948563	0.140306613094711	-0.341959894351173	-0.199190081467882	-0.183325239837825	-0.00449545927986503	-0.0342184387776888	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	March	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948564	0.130832623267523	-0.372787596491452	-0.204052224252019	-0.158749456804729	0.0160511105745755	-0.0254885397370908	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	May	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948566	0.145818881673145	-0.367304870487248	-0.208339329593107	-0.169484721747523	0.0294944969249749	-0.0155798852797748	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	July	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948568	0.131270012585018	-0.328805878554275	-0.165385124858985	-0.201504570538851	-0.0671498741789251	-0.0239184482453928	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	May	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948570	0.117825284025009	-0.331541949091108	-0.21174708776947	-0.222742234627882	-0.0111768299168278	0.0212082154986121	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	May	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948572	0.140626082868661	-0.333893739604117	-0.15595694134839	-0.183312443735811	-0.08658181927161	0.0152763992336573	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	May	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948575	0.128725456583652	-0.345767804896206	-0.180014594972088	-0.179018618457397	-0.0361572028347288	0.0328334986435296	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	June	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR3948577	0.159917873512919	-0.32556867928651	-0.140186566618378	-0.18284981726614	-0.0835524189328823	-0.0800798201388955	Megalopta genalis	Polymorphic	Female	whole body	Panama	RNA	PRJNA331103	2014	July	Paired	POLYA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Megalopta	Halictidae	Halictinae	Augochlorini	whole body	whole body	North America	Polymorphic
SRR5109820	-0.190470564312095	0.125008244161471	0.0505567946839152	-0.105374618980584	-0.0643230552960379	0.00221718891324854	Apis mellifera	Eusocial	Female	whole body	South Africa	RNA	PRJNA357165	2013	March	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Africa	Complex Eusocial
SRR5109826	-0.284491028838348	0.034248417359159	0.0430367094281689	-0.0999396090947445	-0.00147159092058529	-0.0127733584021863	Apis mellifera	Eusocial	Female	whole body	South Africa	RNA	PRJNA357165	2013	March	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Africa	Complex Eusocial
SRR5109829	-0.280321118294585	0.0222430330902449	-0.00910093020153224	-0.0582490071252634	0.0565813830962754	-0.118325111749328	Apis mellifera	Eusocial	Female	whole body	Netherlands	RNA	PRJNA357165	2014	July	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Europe	Complex Eusocial
SRR5109831	-0.136247253636642	0.139770176663912	-0.0800179235591594	-0.0671233780079499	0.0278510629893608	-0.0322346099577785	Apis mellifera	Eusocial	Female	whole body	South Africa	RNA	PRJNA357165	2013	March	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Africa	Complex Eusocial
SRR5109832	-0.279564268937211	0.000867380343056534	0.0241788278587698	-0.0771368132652817	-0.046621995516723	-0.0165485772396699	Apis mellifera	Eusocial	Female	whole body	South Africa	RNA	PRJNA357165	2013	March	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Africa	Complex Eusocial
SRR5109833	-0.198022359950648	0.116098211508828	-0.048326994484084	-0.0750957795861206	0.03181262121922	0.00568413836921368	Apis mellifera	Eusocial	Female	whole body	South Africa	RNA	PRJNA357165	2013	March	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Africa	Complex Eusocial
SRR5117442	0.23572812291734	0.238849991551821	-0.108110870045095	-0.00771579965368148	0.0553232241042859	-0.000437880432973192	Apis mellifera	Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2013	January	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Oceania	Complex Eusocial
SRR5117444	0.0982647386016072	0.206688723222987	0.365442162796958	0.243364962024059	-0.0453490649237662	-0.238244484110735	Apis mellifera	Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2013	October	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Oceania	Complex Eusocial
SRR5117446	0.248482630677806	0.223774337032383	-0.115137581492286	-0.0189298145488386	0.0534148230964341	-0.00243327350492613	Apis mellifera	Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2014	June	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Oceania	Complex Eusocial
SRR5117447	-0.297648124859382	0.0854518032315685	0.0188511671695262	-0.100911204651648	0.0620998638300404	-0.158659838061798	Apis mellifera	Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2014	August	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Oceania	Complex Eusocial
SRR5117448	0.246635635860018	0.245577916638583	-0.129199517555409	-0.00519422818721773	0.044749232624988	0.00283333794644093	Apis mellifera	Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2014	November	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Oceania	Complex Eusocial
SRR5117450	-0.261110437380744	0.0160731362807942	-0.00752458743616138	-0.137075946252518	0.0290238408548508	-0.16938272913685	Apis mellifera	Eusocial	Female	whole body	Australia	RNA	PRJNA357523	2014	August	Paired	NA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Oceania	Complex Eusocial
SRR5387735	-0.0730239712519475	0.070687260765437	-0.120587867664112	0.14223938875735	0.0920675950048835	0.0323792022833485	Apis mellifera	Eusocial	Unknown	whole body	China	RNA	PRJNA380316	2015	NA	Paired	POLYA	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Asia	Complex Eusocial
SRR5387737	-0.0555192628309529	0.0713629388802759	-0.121277449672403	0.153541032520414	0.0884653610963983	0.03998407764297	Apis mellifera	Eusocial	Unknown	whole body	China	RNA	PRJNA380316	2015	NA	Paired	POLYA	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Asia	Complex Eusocial
SRR5387738	-0.0158844420027857	0.105718102684375	-0.122087031223457	0.127489434892097	0.0815952139395819	0.0360488470559648	Apis mellifera	Eusocial	Unknown	whole body	China	RNA	PRJNA380316	2015	NA	Paired	POLYA	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	Asia	Complex Eusocial
SRR6148364	0.244345603194546	0.248580973707874	-0.120868012000158	-0.00331484838746972	0.0425822369293693	0.00253971989658164	Osmia cornuta	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Osmia	Megachilidae	Megachilinae	Osmiini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148365	0.242726542916352	0.253758448094336	-0.096783477670959	-0.0114226906344607	0.0354191687550655	0.0108368807179406	Andrena cineraria	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148366	0.23079923250723	0.211377027287277	-0.116552759868853	-0.00729975046794764	0.0411128051059421	0.0125406854719084	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148367	0.242018007637959	0.250674055774564	-0.103239521770654	0.0016787093856229	0.0411400709098217	0.00487369803694119	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148368	0.246329959603761	0.229605953257839	-0.110137250537801	-0.0084918097794463	0.0499579849587383	0.00612342538090329	Bombus terrestris	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148369	0.152800478513628	0.214246831521465	-0.111296675167829	-0.00403048115966311	0.0376632526969229	-0.0141048150899443	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148370	0.239462145284264	0.222478107572442	-0.118541993728156	-0.0168971097335844	0.0496701266882127	-0.000619809597281121	Bombus terrestris	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148371	0.251502323126253	0.223634105445631	-0.113233582796868	-0.0156773143526668	0.0479529134109848	0.0111627605895281	Osmia cornuta	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Osmia	Megachilidae	Megachilinae	Osmiini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148372	0.233791609639545	0.222066440932215	-0.118210893636428	-0.0197400941611482	0.0422462633599499	0.00251001876000024	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148373	0.246511354651146	0.242812592466223	-0.0978374262464295	-0.0196754158631275	0.0319238398144544	0.0160579133830543	Andrena fulva	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148374	0.245053607123817	0.233750129791579	-0.10917541966892	-0.00990086512804159	0.0565263805953101	-0.00348083813702117	Bombus terrestris	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148375	0.253864184303931	0.222590292146213	-0.116012443598361	-0.021768023707275	0.0441095423024498	0.00752734937864172	Osmia cornuta	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Osmia	Megachilidae	Megachilinae	Osmiini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148376	0.2308746271526	0.213841472906029	-0.115550724458894	-0.00670314531836447	0.0419516793560363	0.00677978795597492	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148377	0.240934782038272	0.254546166799558	-0.106516054492164	-0.00711810417250706	0.0333612695803625	0.00847604905117193	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR6148378	0.244352260304972	0.231668810034094	-0.103071834719278	-0.0165542084494169	0.0551100673950111	-0.0014207880624817	Bombus pascuorum	Eusocial	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Bombus	Apidae	Apinae	Bombini	abdomen and head, pooled	abdomen and head	Europe	Primitive Eusocial
SRR6148379	0.252242830358331	0.224269320059481	-0.124139643412946	-0.0174969877435306	0.0491091794353594	0.000590434782926536	Osmia bicornis	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Osmia	Megachilidae	Megachilinae	Osmiini	abdomen and head, pooled	abdomen and head	Europe	Solitary
SRR8335251	0.0136246183569231	0.275037390499337	0.339816612309029	-0.182758633225553	-0.16635253127937	0.168044541789702	Andrena camellia	Solitary	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	whole body	whole body	Asia	Solitary
SRR8335252	0.0204776821029648	0.305097728312839	0.318468705763911	-0.207784561274537	-0.176977162872788	0.194337658878695	Andrena camellia	Solitary	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	whole body	whole body	Asia	Solitary
SRR8335253	0.0119836113892915	0.282884014696753	0.330482963759418	-0.182881134400115	-0.178573562646926	0.170082246311384	Andrena camellia	Solitary	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	whole body	whole body	Asia	Solitary
SRR8335254	0.0112935812166551	0.279825860965321	0.340022472489618	-0.175008077225056	-0.16702610603587	0.16970622012501	Andrena camellia	Solitary	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Andrena	Andrenidae	Andreninae	Andrenini	whole body	whole body	Asia	Solitary
SRR8754036	-0.303102325216554	0.0362873259298501	0.00452321582426745	0.0111511881153319	0.0556235139204141	-0.0450742514048528	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754037	-0.289919275303765	0.0310032529448412	-0.0118344799241246	0.0684363026121116	0.023095646265188	0.0546792670686251	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754038	-0.291947555227528	0.0199621043125078	-0.021667002660922	0.0221701925840214	0.0725866960375878	-0.0232893258775887	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754039	-0.246457446282545	-0.0873868708183307	-0.06867541559613	-0.0508288285913333	0.093902503163352	-0.185511395492219	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754040	-0.276011271218041	-0.0123508365657613	-0.0501319628914415	0.025179089235376	0.100600123015239	-0.073723073367702	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754041	-0.294626756545901	0.00385460494105421	-0.0854101809855928	-0.00339797559165248	-0.00567085480194634	-0.01945369220559	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754042	-0.281706249335213	0.0153689427476435	-0.0398935139178109	0.0759861465413808	0.0873637954757153	-0.0399749136727596	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754043	-0.306766294362722	0.0830962677110165	0.0460744330172244	0.040740379517038	0.052962544421744	-0.0961497293724397	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8754044	-0.282883645168458	0.0579037956453123	-0.000165370599273054	-0.107363979049898	0.0869924280743983	-0.165742735114589	Apis mellifera	Eusocial	Female	whole body	North Dakota	RNA	PRJNA495845	2012	October	Paired	RANDOM	Illumina NextSeq 500	Illumina	Illumina NextSeq	Apis	Apidae	Apinae	Apini	whole body	whole body	North America	Complex Eusocial
SRR8867392	-0.298569572505522	0.0643158959544394	0.00891873126764148	-0.138033042200433	0.110082420579884	0.0185357518271612	Apis mellifera	Eusocial	Female	pooled whole bodies	Hawaii	RNA	PRJNA531527 	2012	November	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	North America	Complex Eusocial
SRR8867393	-0.297448858316608	0.0378238770831492	-0.0104306643578449	-0.0692643751453387	0.0427607944737198	-0.0673646501785094	Apis mellifera	Eusocial	Female	pooled whole bodies	Hawaii	RNA	PRJNA531527 	2012	December	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	North America	Complex Eusocial
SRR8867394	-0.291417065214745	0.0511535702630282	-0.00825687366245175	-0.0802416898875688	0.10366615057756	-0.115735493427115	Apis mellifera	Eusocial	Female	pooled whole bodies	Hawaii	RNA	PRJNA531527 	2012	November	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	North America	Complex Eusocial
SRR8867395	-0.287450462487837	0.00355547933659863	-0.0298743145606703	-0.0309336824077395	0.0848070280705614	-0.0600275413837825	Apis mellifera	Eusocial	Female	pooled whole bodies	Hawaii	RNA	PRJNA531527 	2012	November	Paired	CDNA	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Apis	Apidae	Apinae	Apini	whole body, pooled	whole body	North America	Complex Eusocial
